customer_tweet_id,customer_text,human_intent,system,reply,relevance,policy_compliance,grounding,tone,overall,is_deflection,judge_reason,judge_model,rubric_version
2507946,@118189 is the 2FA down right now?,service_outage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,1,5,4,2,True,"The reply deflects the outage question to a DM, which is inappropriate for a service outage inquiry.",openai/gpt-oss-20b,v1
1972451,@DropboxSupport Also if I can a showcase can a read only version be shared with clients ?,sharing_permissions,llm,"@118189 Sure! You can share a Showcase as read‑only. Click Share, set to View only, and send the link to your clients. Let us know if you need more help! 😊",5,5,5,5,5,False,"The reply directly answers how to share a showcase read‑only, following brand guidelines.",openai/gpt-oss-20b,v1
1972451,@DropboxSupport Also if I can a showcase can a read only version be shared with clients ?,sharing_permissions,simple,"@692430 Hi there, the pricing for Dropbox Professional reflects the value we’re adding through new features, like Showcase: https://t.co/vcuah3zoKb. We’ll pass your feedback to our team for their consideration in future!",1,1,5,4,1,True,The reply does not address the customer’s question about read‑only sharing of a Showcase and merely redirects to pricing information.,openai/gpt-oss-20b,v1
1972451,@DropboxSupport Also if I can a showcase can a read only version be shared with clients ?,sharing_permissions,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,3,4,1,True,"The reply fails to answer the question about read-only sharing and incorrectly deflects to DM, violating policy.",openai/gpt-oss-20b,v1
1299266,"@DropboxSupport ""Because you’ve already reached your quota, your Dropbox will stop syncing files"". It will continue syncing until sub runs out, yes? 2/2",storage_quota_plan_limits,llm,"Hey there, if you’re over quota, syncing stops until you free up space or upgrade. Cancelling the plan doesn’t change that. If you’re below the limit, it will keep syncing until the cycle ends. Hope this helps!",5,5,5,5,5,False,The reply directly addresses the quota issue with clear guidance.,openai/gpt-oss-20b,v1
1299266,"@DropboxSupport ""Because you’ve already reached your quota, your Dropbox will stop syncing files"". It will continue syncing until sub runs out, yes? 2/2",storage_quota_plan_limits,simple,"@370994 ...time remaining on your current plan, your storage quota will not change until the end of your billing cycle. Thanks! 2/2",4,5,5,5,5,False,"The reply directly addresses the customer’s question about quota limits and provides a clear, factual answer without deflection.",openai/gpt-oss-20b,v1
1299266,"@DropboxSupport ""Because you’ve already reached your quota, your Dropbox will stop syncing files"". It will continue syncing until sub runs out, yes? 2/2",storage_quota_plan_limits,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,5,5,4,2,True,The reply deflects the question and does not address the customer's query about syncing behavior.,openai/gpt-oss-20b,v1
267212,@DropboxSupport Yeah I tried to submit a ticket and found a bug with that system. So I made a ticket about that. Then another bug and another ticket,sync_app_bug,llm,Thanks for reaching out! It sounds like you’ve opened multiple tickets. Please submit a new support request at https://t.co/JzCu5Ol0GV and DM us the ticket numbers so we can look into the bugs. Thanks!,2,1,5,4,2,True,"The reply deflects the issue by asking the user to DM without providing a solution, violating brand policy for this intent.",openai/gpt-oss-20b,v1
267212,@DropboxSupport Yeah I tried to submit a ticket and found a bug with that system. So I made a ticket about that. Then another bug and another ticket,sync_app_bug,simple,@157130 Thank you for getting back with the ticket ID. We were able to locate the ticket in our system and can see that one of our agents has got back to you via email. Please review it and get back with the relevant information in order for us to proceed with your request. Thanks!,1,1,1,3,1,True,"Reply invents a ticket ID and fails to address the bug, violating brand rules.",openai/gpt-oss-20b,v1
267212,@DropboxSupport Yeah I tried to submit a ticket and found a bug with that system. So I made a ticket about that. Then another bug and another ticket,sync_app_bug,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply acknowledges the issue, offers follow-up, and requests account email, complying with policy.",openai/gpt-oss-20b,v1
2250117,@DropboxSupport I have lost almost ALL my files - nothing in the folders. I made a movie and had movie files in there. Also training files!,data_loss_recovery,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the intent as data loss, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
1529752,@DropboxSupport When you report a questionable login to an account's owner please provide the IP address of suspicious login.,feature_request,llm,"@123456 Thanks for the feedback! When we flag a suspicious login, the email includes the IP address and location. If you didn’t see it, let us know and we’ll help. 😊",5,5,5,5,5,False,"The reply directly addresses the feature request by confirming that the IP address is already included in the alert email, which satisfies the brand's requirement to provide the actual answer for informational intents.",qwen/qwen3.8-27b,v1
1529752,@DropboxSupport When you report a questionable login to an account's owner please provide the IP address of suspicious login.,feature_request,simple,@293803 Thanks again for sharing this with us - we definitely find this as valuable feedback and it’s useful to know how this is seen from a user perspective. 😊,1,1,5,4,1,False,"The reply fails to address the specific feature request or provide any information about the feature, violating the policy that requires an actual answer or pointer to the feature for informational intents.",qwen/qwen3.8-27b,v1
1529752,@DropboxSupport When you report a questionable login to an account's owner please provide the IP address of suspicious login.,feature_request,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,1,4,4,2,True,"The reply fails to address the feature request by deflecting to a DM, which is explicitly prohibited for this intent by brand policy.",qwen/qwen3.8-27b,v1
37940,WTF @dropboxsupport? What am I supposed to do with this hidden menu? I can't access my shared folder! https://t.co/hQJPkd7Pjv,how_to_usage,llm,"Hey! The hidden menu is the context menu that appears when you right‑click a file/folder in the Dropbox app. Click the three dots → 'Open in Dropbox' or 'Show in Finder/Explorer' to access the shared folder. If you still can’t see it, make sure the folder is shared with your email.",5,5,5,5,5,False,"The reply directly addresses the 'how_to_usage' intent by explaining the hidden menu and providing specific steps to access the folder, fully complying with brand rules that prohibit deflection for informational queries.",qwen/qwen3.8-27b,v1
37940,WTF @dropboxsupport? What am I supposed to do with this hidden menu? I can't access my shared folder! https://t.co/hQJPkd7Pjv,how_to_usage,simple,"@434186 Ah gotcha! Is someone else the owner of this shared folder, and have they added the PNG's?",1,1,1,2,1,False,"The reply fails to address the customer's access issue, invents specific details about PNG files that were not mentioned, and asks a confusing question instead of providing the required how-to guidance or specific DM instructions.",qwen/qwen3.8-27b,v1
37940,WTF @dropboxsupport? What am I supposed to do with this hidden menu? I can't access my shared folder! https://t.co/hQJPkd7Pjv,how_to_usage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,1,5,4,2,True,"The reply fails to provide the requested how-to guidance for accessing the shared folder and instead deflects to a DM, which is a policy failure for informational intents.",qwen/qwen3.8-27b,v1
2179670,@DropboxSupport Will do.,no_action_needed,llm,"Got it! If you need anything else, just let us know. Happy to help!",5,5,5,5,5,False,"The reply appropriately acknowledges the customer's confirmation without adding unnecessary information or deflecting, which is correct for a 'no_action_needed' intent.",qwen/qwen3.8-27b,v1
2179670,@DropboxSupport Will do.,no_action_needed,simple,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,1,3,1,True,"The customer indicated no action was needed ('Will do'), but the agent hallucinated an active issue, falsely claimed to be investigating it, and incorrectly requested account details for a non-existent problem.",qwen/qwen3.8-27b,v1
2179670,@DropboxSupport Will do.,no_action_needed,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,1,3,1,True,"The customer indicated no action was needed ('Will do'), but the agent hallucinated an active issue, falsely claimed to be investigating it, and incorrectly requested account details for a non-existent problem.",qwen/qwen3.8-27b,v1
1754987,@DropboxSupport What’s the best way to report phishing invites?,phishing_abuse_report,llm,"@123456 Hi @customer, thanks for flagging. Please DM us with details of the phishing invite so we can investigate further.",4,4,5,5,4,False,"The reply correctly directs the user to DM for a security/abuse report and specifies exactly what to send (details of the invite), avoiding a bare deflection while maintaining a professional tone.",qwen/qwen3.8-27b,v1
1754987,@DropboxSupport What’s the best way to report phishing invites?,phishing_abuse_report,simple,"@467143 Hi Andrew, could you please DM us some detail on what seems to be issue you are referring to? Thanks in advance!",2,2,4,3,2,True,"The reply deflects to a DM without providing the specific public reporting channel or instructions for phishing, which is an informational intent that requires a direct answer or specific link rather than a request for private details.",qwen/qwen3.8-27b,v1
1754987,@DropboxSupport What’s the best way to report phishing invites?,phishing_abuse_report,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,4,5,5,4,False,"The reply correctly identifies the intent as security-related, asks for the specific required information (account email) to proceed, and avoids inventing details, though it could have been more direct about the reporting process.",qwen/qwen3.8-27b,v1
750253,"Lol somebody tried to log into my @118189 again, i just changed password yesterday, do you guys getting breaches?",security_account_compromise,llm,"Hey @118189, we take security seriously. If you suspect a breach, DM us your account email and the time of the attempted login so we can investigate. Thanks!",5,5,5,5,5,False,"The reply correctly identifies the security intent, asks for specific details (account email and time) as required by policy, and maintains a professional tone without inventing facts.",qwen/qwen3.8-27b,v1
750253,"Lol somebody tried to log into my @118189 again, i just changed password yesterday, do you guys getting breaches?",security_account_compromise,simple,"@549821 Hey Gustaf, all should be up and running now. Apologies for the inconvenience &amp; please let us know if you're still having any issues, thx!",1,1,1,3,1,False,"The reply is completely irrelevant to the security concern, fails to follow the policy for account compromise by not requesting a DM with specific details, and invents a resolution ('up and running') that was not part of the customer's query.",qwen/qwen3.8-27b,v1
750253,"Lol somebody tried to log into my @118189 again, i just changed password yesterday, do you guys getting breaches?",security_account_compromise,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the security intent, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
2507946,@118189 is the 2FA down right now?,service_outage,llm,"@118189 Hi! The 2FA service was down on Saturday but has been restored. If you’re still having trouble, let us know. Thanks!",5,5,5,5,5,False,The reply directly addresses the service outage intent by confirming the status of the 2FA service without deflecting to DMs or inventing unprovided details.,qwen/qwen3.8-27b,v1
2507946,@118189 is the 2FA down right now?,service_outage,simple,"@445974 Hi Rich, the Dropbox website was experiencing issues on Saturday, which have now been resolved. Apologies for any inconvenience!",2,1,1,4,1,False,"The reply fails to address the specific 2FA issue, invents a specific date ('Saturday') and status ('resolved') that may be false, and does not follow the policy for service outages which requires directing the user to DM with specific details.",qwen/qwen3.8-27b,v1
2507946,@118189 is the 2FA down right now?,service_outage,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",2,2,4,4,2,True,The reply fails to address the public service outage status and incorrectly treats a general availability question as an account-specific issue requiring a DM.,qwen/qwen3.8-27b,v1
1972451,@DropboxSupport Also if I can a showcase can a read only version be shared with clients ?,sharing_permissions,llm,"Sure, you can share a Showcase as read‑only. Click Share, add the client’s email, and set the link to view only. Let us know if you need help!",5,5,5,5,5,False,"The reply directly answers the informational question about sharing permissions with specific steps, adhering to the brand policy for informational intents.",qwen/qwen3.8-27b,v1
1972451,@DropboxSupport Also if I can a showcase can a read only version be shared with clients ?,sharing_permissions,simple,"@692430 Hi there, the pricing for Dropbox Professional reflects the value we’re adding through new features, like Showcase: https://t.co/vcuah3zoKb. We’ll pass your feedback to our team for their consideration in future!",1,1,5,3,1,True,The reply completely ignores the customer's question about read-only sharing permissions and instead provides irrelevant information about pricing and feedback.,qwen/qwen3.8-27b,v1
1972451,@DropboxSupport Also if I can a showcase can a read only version be shared with clients ?,sharing_permissions,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",1,1,5,4,1,True,"The reply fails to answer the informational question about sharing permissions and incorrectly redirects the customer to DM for a general feature inquiry, violating the brand policy that requires providing the actual answer or pointing to the specific feature.",qwen/qwen3.8-27b,v1
1299266,"@DropboxSupport ""Because you’ve already reached your quota, your Dropbox will stop syncing files"". It will continue syncing until sub runs out, yes? 2/2",storage_quota_plan_limits,llm,"If your account is over quota, uploads pause until you free space or upgrade. Cancelling your subscription reverts you to the free tier, which has a lower limit, so syncing will stop if you’re still over that limit. Let us know if you need help freeing space. Thanks for reaching out!",5,5,5,5,5,False,"The reply correctly addresses the informational aspect of the user's question regarding sync behavior and quota limits without deflecting to a DM, which is appropriate for this specific query despite the intent label.",qwen/qwen3.8-27b,v1
1299266,"@DropboxSupport ""Because you’ve already reached your quota, your Dropbox will stop syncing files"". It will continue syncing until sub runs out, yes? 2/2",storage_quota_plan_limits,simple,"@370994 ...time remaining on your current plan, your storage quota will not change until the end of your billing cycle. Thanks! 2/2",2,1,2,3,1,False,"The reply fails to address the customer's specific question about whether syncing continues after the quota is reached, and it violates the brand policy for account-specific intents by not directing the user to DM with specific details (like account email) for verification.",qwen/qwen3.8-27b,v1
1299266,"@DropboxSupport ""Because you’ve already reached your quota, your Dropbox will stop syncing files"". It will continue syncing until sub runs out, yes? 2/2",storage_quota_plan_limits,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the intent as account-specific, asks for the required account email to proceed, and avoids inventing details or making unsupported promises.",qwen/qwen3.8-27b,v1
267212,@DropboxSupport Yeah I tried to submit a ticket and found a bug with that system. So I made a ticket about that. Then another bug and another ticket,sync_app_bug,llm,Thanks for letting us know. Please DM us the ticket IDs or submit a request at https://t.co/JzCu5Ol0GV so we can look into the bugs. We’ll get back to you ASAP. Thanks!,5,5,5,5,5,False,"The reply correctly identifies the need for specific details (ticket IDs) to investigate the reported bugs, adhering to the policy for account-specific/technical issues by specifying exactly what to send rather than just asking for a DM.",qwen/qwen3.8-27b,v1
267212,@DropboxSupport Yeah I tried to submit a ticket and found a bug with that system. So I made a ticket about that. Then another bug and another ticket,sync_app_bug,simple,@157130 Thank you for getting back with the ticket ID. We were able to locate the ticket in our system and can see that one of our agents has got back to you via email. Please review it and get back with the relevant information in order for us to proceed with your request. Thanks!,1,1,1,3,1,False,"The reply is a severe grounding failure because it invents a ticket ID and claims to have located a ticket and received an email response, none of which were provided or established in the customer's tweet.",qwen/qwen3.8-27b,v1
267212,@DropboxSupport Yeah I tried to submit a ticket and found a bug with that system. So I made a ticket about that. Then another bug and another ticket,sync_app_bug,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,5,5,5,5,False,"The reply correctly identifies the issue as account-specific (bug in ticketing system affecting the user's account) and asks for the specific required information (account email) to proceed, adhering to brand policy.",qwen/qwen3.8-27b,v1
237165,@DropboxSupport Yes. I lost one and can't figure out how to remove its access.,account_access,llm,"Hi! To help you remove that device's access, please DM us your account email and the device name so we can verify and walk you through the steps. Thanks!",5,5,5,5,5,False,"The reply correctly identifies the account-specific intent, asks for the specific details required (account email and device name) to assist, and maintains a professional tone without inventing information.",qwen/qwen3.8-27b,v1
237165,@DropboxSupport Yes. I lost one and can't figure out how to remove its access.,account_access,simple,"@532531 Thanks, Lauren. In this case please submit a support ticket with our team at https://t.co/y7rSTLsgY2 for further investigation. Cheers!",2,1,2,4,2,True,"The reply fails to follow the brand policy for account_access intents by directing the user to a generic support ticket link instead of asking them to DM specific account details, and it invents the customer's name.",qwen/qwen3.8-27b,v1
237165,@DropboxSupport Yes. I lost one and can't figure out how to remove its access.,account_access,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the account-specific intent, asks for the specific required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
929722,@DropboxSupport I cancelled my subscription yesterday to drop box plus and was still charged. Why did that happen? I followed Yor FAQ.,billing_subscription,llm,"Hey there, sorry to hear about the charge. DM us your email address and the date you cancelled so we can investigate. Thanks!",5,5,5,5,5,False,"The reply correctly follows the brand policy for billing issues by asking for specific details (email and cancellation date) needed to investigate, rather than just deflecting.",qwen/qwen3.8-27b,v1
929722,@DropboxSupport I cancelled my subscription yesterday to drop box plus and was still charged. Why did that happen? I followed Yor FAQ.,billing_subscription,simple,"@319543 Ethan, is this still going on for you? Let us know. Thanks!",2,1,4,3,1,True,"The reply fails to address the billing issue or instruct the customer on what specific details (like account email or ticket number) to send via DM, violating the brand's policy for account-specific intents.",qwen/qwen3.8-27b,v1
929722,@DropboxSupport I cancelled my subscription yesterday to drop box plus and was still charged. Why did that happen? I followed Yor FAQ.,billing_subscription,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",5,5,5,5,5,False,"The reply correctly identifies the intent as account-specific, asks for the required information (account email) to proceed, and maintains a professional tone without inventing details.",qwen/qwen3.8-27b,v1
1923420,@118189 @DropboxSupport @116029 it’s been a month of trying to resolve an issue but I can’t talk to a real person on the phone! 😩😭,complaint_dissatisfaction,llm,@118189 Sorry to hear this. We can help via DM—please send us your ticket ID or a brief description so we can connect you with the right team. Thanks for your patience!,5,5,5,5,5,False,"The reply correctly identifies the issue as account-specific, apologizes for the frustration, and explicitly instructs the customer to send a ticket ID or description via DM, which strictly follows the brand's policy for this intent.",qwen/qwen3.8-27b,v1
1923420,@118189 @DropboxSupport @116029 it’s been a month of trying to resolve an issue but I can’t talk to a real person on the phone! 😩😭,complaint_dissatisfaction,simple,"@535627 Hi Betty, we’d like to follow-up on your request. If there’s a ticket ID to reference, please include it in a DM here. Thanks in advance!",4,5,5,4,4,False,"The reply correctly follows the brand policy for account-specific issues by asking for a ticket ID in a DM, which is the required next step to resolve the complaint, though it lacks explicit empathy for the customer's frustration.",qwen/qwen3.8-27b,v1
1923420,@118189 @DropboxSupport @116029 it’s been a month of trying to resolve an issue but I can’t talk to a real person on the phone! 😩😭,complaint_dissatisfaction,trivial,"Hi, thanks for reaching out! We're looking into this and will follow up shortly. In the meantime, DM us your account email so we can look into it.",4,4,5,4,4,False,"The reply appropriately directs the user to DM with their account email to resolve the specific issue, complying with brand rules for account-specific intents while maintaining a professional tone.",qwen/qwen3.8-27b,v1
2250117,@DropboxSupport I have lost almost ALL my files - nothing in the folders. I made a movie and had movie files in there. Also training files!,data_loss_recovery,llm,"Hi there, sorry to hear that. Please DM us your email address and the device you’re using so we can investigate. Thanks! Cheers!",5,5,5,4,5,False,"The reply correctly follows the brand policy for data loss by asking for specific account details (email and device) via DM to investigate, rather than just deflecting.",qwen/qwen3.8-27b,v1
