customer_tweet_id,customer_text,brand_text,sample_source,suggested_intent,suggested_secondary_intent,suggested_turn_type,suggested_confidence,suggested_flags,suggested_sentiment,suggested_language
399225,"@DropboxSupport The other problem! In my shared folder with others, i selected remove my access and keep a copy. But....just no any response, Advise pls",@606072 ...tried carrying out this action using a different browser? Thanks! 2/2,topup,sharing_permissions,,first_contact,0.95,,negative,en
1495052,@118189 I need more space and refuse to pay for 5 users on Business. What are my options?,"@467142 ...Standard plan comes with a fixed 2 TB amount, and Advanced gives you as much space as you need. 2/2",topup,billing_subscription,storage_quota_plan_limits,first_contact,0.92,,neutral,en
1979514,#phishing #TakeItDown @118189 Business credential phish hxxps://momyco[.]men/file-directory/open-document-512KB/Microsoft-pages.docx https://t.co/MVL8RNFeU0,"@586022 Hey, could you please forward any phishing incidents to __email__ so we can investigate? Thx in advance, we really appreciate it!",topup,phishing_abuse_report,,first_contact,0.99,,neutral,en
799566,@DropboxSupport is dropbox down? we cant access it,"@545838 Hi there, the Dropbox website was experiencing issues on Saturday, which have now been resolved. Sorry for the inconvenience &amp; happy Monday!",topup,service_outage,,first_contact,0.95,,negative,en
857482,"Hey @118189 - what's this about, sending Phishing scam notifications to your users? shared ""FROM THE DESK OF PETER AMANGBO.txt""","@323624 Hi John, apologies for the late follow up. Could you please forward any phishing emails to __email__ so we can investigate? Thanks!",topup,phishing_abuse_report,,first_contact,0.98,,negative,en
2430111,"how do i restore files as ive been hacked
@DropboxSupport","@697626 Hi Paul, we're currently replying to your DM! Thanks!",topup,security_account_compromise,data_loss_recovery,first_contact,0.95,,negative,en
2619184,@101227 - you have a outage with @118189?,"@740151 @101227 Hey Steve, there haven’t been any reported disruptions: https://t.co/vm8ojWFrv9 Are you online? Could you please let us know what browser you’re currently using and try accessing Dropbox through a different one? Let us know once you have an update - thank you!",topup,service_outage,,first_contact,0.95,,neutral,en
1600556,@DropboxSupport i can't open a shared link. Just keeps loading the files but never shows them,"@491431 Hey Camila, have you tried accessing the shared link through an incognito window? Also, are connecting through a work network? Feel... 1/2",topup,sharing_permissions,,first_contact,0.95,,negative,en
2124283,@DropboxSupport -- Someone has launched a Dropbox phishing expedition. Just received this email. https://t.co/EosdQo2NXU,"@625709 Hey there, this isn't an official Dropbox domain (https://t.co/LIB9t4PTvo). Could you forward this to us at “__email__”, so... 1/2",topup,phishing_abuse_report,,first_contact,0.99,,negative,en
1187536,@DropboxSupport Is Paper down right now? Getting 500 errors.,"@399238 Hey Garrett, are you still experiencing this? It’s all good on our end. Let us know! Thanks",topup,service_outage,,first_contact,0.98,,negative,en
1824519,Hey @118189 @DropboxSupport your servers are down. Please fix it so I can stop having a panic attack. Thank you!!! &lt;3,"@547705 Hey there, all should be up and running now. Apologies for the inconvenience &amp; please let us know if you're still having any issues, thx!",topup,service_outage,,first_contact,0.98,,negative,en
1577600,@DropboxSupport my shared link always show error 429 ... this happens from nearly 2 years ago till now !,"@485923 Hey Ronna, to further investigate your account-related issue, please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID here. Thx!",topup,sharing_permissions,,first_contact,0.95,,negative,en
409269,Hey @DropboxSupport- I spent several hours adding comments to pics in a shared file and I'm the only one who can see them. Not helpful.,"@212584 Hi there, we’re sorry to hear about this. Comments are only applied to the previews of files on the Dropbox site:... 1/2",topup,sharing_permissions,,first_contact,0.95,,negative,en
2956783,@DropboxSupport I use a shared Dropbox between 6 people. Everyone can add to the Dropbox except for me. It says my Dropbox is full. The only thing on the Dropbox is the shared folder. Why can’t I add anything,"@816187 Hi there, we've replied to your DM!",topup,storage_quota_plan_limits,,first_contact,0.95,,negative,en
2636354,"@DropboxSupport I have deleted files from 'My Files' and permanently deleted from 'Deleted Files' but still shows full quota, what else do I need to do to clear up space?","@744136 Hi Robert, hope this finds you well. Would it be possible that you have shared content that affects your quota? Please note that your Dropbox quota is calculated based on the total contents of your Dropbox, which includes shared folders. Could you please go here:... 1/2",topup,storage_quota_plan_limits,,first_contact,0.95,,negative,en
1948614,@118189 I have been hacked and a document sent to my entire email contact list. Please can someone contact me?,"@390270 Hey Holly, to further investigate please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID, so as to have a look into it, thanks!",topup,security_account_compromise,,first_contact,0.95,wants_human,negative,en
2032832,"@DropboxSupport - my sister uploaded files through a share link I sent her, but I can't see her photos. Any ideas?","@601115 Hi Jenn, we've replied to your DM!",topup,sharing_permissions,,first_contact,0.95,,neutral,en
1347292,"@DropboxSupport It’s from a shared folder, so not sure...","@434186 Ah gotcha! Is someone else the owner of this shared folder, and have they added the PNG's?",topup,sharing_permissions,,first_contact,0.6,,neutral,en
2607972,@118189 - wee bug on accepting a shared folder - https://t.co/KSDfUjpEZQ,"@737717 Hey Liam, sounds like a browser-specific matter. Have you tried repeating through an incognito window? Let us know here, thanks!",topup,sharing_permissions,,first_contact,0.95,,neutral,en
1834904,"@DropboxSupport Dropbox down, Firefox can't find the server at https://t.co/J4FrCoz6Fd - same in Edge, Chrome - help?","@550327 ...Also, are connecting through a work network? 2/2",topup,service_outage,,first_contact,0.98,,negative,en
149031,What are the best practices to signal a phishing page targeting @118189 users ?,"@149953 Hi there, thanks for flagging. The best practise would be letting our team at __email__ know! Have a lovely weekend ahead!",topup,phishing_abuse_report,,first_contact,0.95,,neutral,en
622045,Alright @118189 it’s 2017 the fact that one shared folder uses up my entire quota is not cool.,"@164422 Hi Scott, as every member of a shared folder can add and modify the files within it, the shared folder takes up space in each member's account. You can always earn more space for your account, check this article out: https://t.co/B8WIhvKP5P. Thanks!",topup,storage_quota_plan_limits,,first_contact,0.95,,negative,en
2425723,This is very disapointing @118189. You can't simply change the permission settings to 'everybody with the link can edit'... i understand you need to make money but this is such a basic functionality that just should work... https://t.co/fZL7urdEZW,"@696571 Hi there, if a user has a shared link, by definition they cannot edit the file or folder it refers to, as links are a one-way read-only option to view files/folders. The permission settings are for applying a password or expiry date to the link. Hope this clarifies matters!",topup,sharing_permissions,,first_contact,0.95,,negative,en
2629478,"@DropboxSupport WTF is going on.I keep getting messages saying my Dropbox is full and to pay for more space. So I delete loads of ancient jpgs, only to find them all being reloaded, but I cannot find where the instruction is hidden to STOP THIS HAPPENING. Please advise.","@265231 Hi again, it’s possible that a device is re-uploading them to your account. To investigate further, please write to us at https://t.co/y7rSTLsgY2. You should get an automated email with the 7 digit ticket ID, please could you DM that to us in order to locate it in our system?",topup,storage_quota_plan_limits,,first_contact,0.95,,negative,en
438562,"Warning ..looks like a phishing under guise of @DropboxSupport

No name who sent document and one would think @118189 could spell ""view"" https://t.co/RGVGP7o5Cc","@219212 That’s wierd that you recieved that massage… In all seriousness, please forward that email to __email__ for us to investigate! https://t.co/lJwkR7Rw6p",topup,phishing_abuse_report,,first_contact,0.99,,negative,en
2119014,@DropboxSupport Why is the web browser displaying 'too many login attempts' even on my first login? I can't access dropbox website at all.,"@624472 Hey there, to look into that with you, could you DM us a screenshot (omitting personal info) of what you're seeing while attempting... 1/2",topup,account_access,,first_contact,0.95,,negative,en
259327,@DropboxSupport how can I eliminate a Team folder? It's imposible and the person is no longer available for me to reach to!,"@177672 Hi there, you can manage your Team Folders from the admin console here: https://t.co/xT7dMlckTY. Please feel free to DM us if you... 1/2",topup,sharing_permissions,,first_contact,0.95,,negative,en
2150101,"@DropboxSupport i have many troubles in my account, i don't have permission to create file sharing link and my old file links  show me always this messg from all browsers !! how i hit the limits !!! i don't use my account too much https://t.co/vd7Q7hSsK5","@631912 Hey Ahmed, we’d like to have a closer look, as this should be investigated by our specialized team. To check the case, please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID, so as to look it up internally and make sure to put that to the attention of a colleague, thx!",topup,sharing_permissions,storage_quota_plan_limits,first_contact,0.95,,negative,en
1040842,"@232660 @366207 @71151 @118189 They replied.

""You have successfully redeemed your license key.

Key1 - Redeemed 26th November 2016, Active on next renewal date 18th November 2017.
Key2 - Redeemed 15th November 2017, Active on next renewal date 18th November 2018.""

Asked them to update the billing page though","@366206 Hey Artem, glad to hear that this was sorted by our colleagues &amp; we appreciate your follow-up here. Happy syncing &amp; a lovely rest of the day ahead; of course, we’re always here for you in case you have further inquiries. Wishing you a lovely rest of the day ahead! 😊",main_random,billing_subscription,,first_contact,0.95,,neutral,en
1874043,@118189 Sad cos I can't remember which email my first cudi concert is under and which email the Especial Tour was under either 😞,@559484 ...education + work ones) and try signing in with the combinations of passwords you remember could be associated with the account! 2/2,main_random,account_access,,first_contact,0.92,,negative,en
2768650,"@DropboxSupport Iv just lost my PHD docx file, I cant find this file in my computer and in dropbox!!! I lost 2 months of my work, is there any way to restor my file?","@774130 Hey there, let us send over some tips to help you locate it! Firstly, you can monitor deleted content on your Events page: https://t.co/WlNQRcsSVk. If you’d like more info about restorations, you can have a look at: https://t.co/O5rt2mjygF. Keep us updated on the outcome here!",main_random,data_loss_recovery,,first_contact,0.92,,negative,en
1788320,@118189 my desktop app (Mac) is syncing at a snail's pace today. Is the service having issues?,"@314062 Hi Dan, sorry to hear that. Is the issue still ongoing?",main_random,sync_app_bug,,first_contact,0.95,,negative,en
1577541,"this should read “hi Elara your @118189 is full but we can help if you give us money. also we don’t have a student discount, so fuck you.” https://t.co/e8DIsWJNKg",@485912 ...article for ways to bump up your space: https://t.co/Cu3MGk07Ov Hope it helps! ⭐ 2/2,main_random,complaint_dissatisfaction,,first_contact,0.95,abusive_content,angry,en
1851629,Is @DropboxSupport down? Mac Client does not sync….,"@554214 Hi Mario, we experienced a small outage that affected desktop app performance. It should be fine now! Are you still having issues?",main_random,service_outage,,first_contact,0.95,,negative,en
2222820,"@DropboxSupport Hi guys, I am getting notifications from my work account on my home computer. How can I unlink their account from home? __email__",@649143 ...here in case you need further assistance &amp; we’ll do our best to promptly follow-up with you! 2/2,main_random,account_access,,first_contact,0.95,,neutral,en
1041951,"@DropboxSupport Smart Sync = still beta? It's listed as a feature in your biz plans, but it's also in ""Early Access"" in the admin backend. 🤔","@366399 ...applies to the whole company, and the Dropbox desktop application needs admin permissions: https://t.co/qwxrMUPI3D 2/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
1781362,"@535205 Word a décidé ajdh de décaler tous les chiffres/reférnce de ma biblio sans raison apparente. Sauvée par @118189, #TimeTravel","@535205 Pourriez-vous vous rendre sur https://t.co/Necx3xtPlq, puis nous DM votre adresse e-mail afin d'effectuer le suivi de votre demande? Merci!",main_random,no_action_needed,,first_contact,0.85,,neutral,fr
2187450,@DropboxSupport IT will be awesome when those last 13 files upload in 7 days time 😆🔫,"@640565 Hey again Andy 😊 keep in mind that sometimes resetting or retrying your connection gets you a different route and better speeds, but that is outside of our control, unfortunately.",main_random,sync_app_bug,,first_contact,0.92,,positive,en
1972693,"@DropboxSupport 350/350, no firewalls or anything in between.","@201391 Hi again, in order to investigate this matter further, please write to us at https://t.co/y7rSTLsgY2 and DM us your ticket ID. Thanks!",main_random,storage_quota_plan_limits,,first_contact,0.92,,neutral,en
241285,@DropboxSupport I CANT SEEM TO SIGN IN SO I CAN CANCEL MY 9.99 FEE EVERY MONTH.  JUST GET THE RUNAROUND ON YOUR SITE...GOING TO CONTACT bbb,"@173284 ...a support ticket here https://t.co/aixbBeAWNx, and then DM us your ticket number so we can look up your case. Thanks! 2/2",main_random,account_access,billing_subscription,first_contact,0.92,churn_threat,negative,en
1561611,@118189 I am having difficulty uploading a file to a link that was shared. Can you help me please? Emergency,@482409 ...possible? Thx! 2/2,main_random,sharing_permissions,,first_contact,0.92,,negative,en
1644499,@502546 @DropboxSupport Same here!,"@502547 @502546 Hey there, there was a disruption on Saturday, which has now been resolved. If you're still having issues, please let us know. Happy Monday!",main_random,no_action_needed,,first_contact,0.95,,neutral,en
838554,@DropboxSupport The auto checkbox &amp; star features are making my business user experience worthless. How do I disable?!,"@172634 Hi Bianca, currently these features can’t be disabled. If a file is uploaded, the checkbox is automatically selected for that file.... 1/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
1862733,"Super excited for the @118189 Smart Sync feature, but £19.99 a month seems a little steep to me 🙃",@556626 ...like Showcase: https://t.co/vcuah3zoKb Hope this information helps! 2/2,main_random,complaint_dissatisfaction,feature_request,first_contact,0.92,,negative,en
1041902,@DropboxSupport I sent it from a link You guys sent me over private message last Month. So I guess u can’t do anything once again even tho I’m BUSINESS PLAN,@182114 ...email address you used to submit your initial request? It'll be the best way for us to confirm and ensure that we can establish... 2/3,main_random,account_access,,first_contact,0.8,,negative,en
2828924,@DropboxSupport I Have done this. Too bad it didn't solve the problem,"@787820 Hi again, could you DM us a screenshot of your Dropbox mobile app and the Home tab in order to understand where the upload is coming from? Thanks!",main_random,complaint_dissatisfaction,,first_contact,0.92,,negative,en
1419325,@DropboxSupport Please fasr!!,"@449939 Hi there, our engineers were working on this problem and it was fixed. All services and functionality should be fully restored.",main_random,no_action_needed,,first_contact,0.4,,neutral,en
2867703,@DropboxSupport I don't understand - I'm willing to pay the difference - to get the additional features your selling - why won't you sell them to me? What are my options - just waste that 1 year of plus or be without the new features?,"@149958 ...in this case, we’re unable to adjust the license key from the moment it’s been applied. Hope this helps clarify! 2/2",main_random,billing_subscription,feature_request,first_contact,0.92,,negative,en
1729545,@DropboxSupport will you update your iOS app to take advantage of iOS 11’s smart invert?,"@479451 Hey Jack, thanks for checking with us - Not at this point in time, but we’ll forward your feedback to our Dev’s. 🙂 Thanks!",main_random,feature_request,,first_contact,0.95,,neutral,en
1050476,"@368258 @118189 @DropboxSupport whoever is controlling your Jira board needs to be fired, this was not a priority. More like a hinderance. :((","@368257 @368258 @118189 Hi Alex, sorry to hear you feel this way. What seems to be the issue?",main_random,no_action_needed,,first_contact,0.95,,negative,en
929722,@DropboxSupport I cancelled my subscription yesterday to drop box plus and was still charged. Why did that happen? I followed Yor FAQ.,"@340585 Hi Alexis, as this is related to sensitive billing details, we’d recommend that you please write to us at https://t.co/y7rSTLsgY2.... 1/2",main_random,billing_subscription,,first_contact,0.95,,negative,en
1331576,@DropboxSupport @430646 @118189 Please advise https://t.co/3T7SOhdncK,"@540190 Hey Jennifer, to further investigate please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID, so as to have a look into it, thx!",main_random,no_action_needed,,first_contact,0.6,,neutral,en
1339451,@DropboxSupport How can I control reminders for Showcase emails? I can see this annoying some clients who download docs without signing in,"@432437 Hi Gerald, currently there isn’t an option to amend notifications for Showcases, though we’re looking to improve it further, so we’ll... 1/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
3485,"@DropboxSupport hi, when I follow the link, dropbox asks me to log in with my biz account. I want to apply it to my personal account","@116535 Hi again, do you have two emails, a work and personal account, and are they linked? Are you able to login to your personal account first?",main_random,how_to_usage,,first_contact,0.95,,neutral,en
2700303,@DropboxSupport No phone support for Dropbox Plus members? Tbh I keep having problems with @118189 #disappointedcustomer,"@521319 Hi Julie, we provide phone support for team admins of Dropbox Business subscriptions on the Advanced or Enterprise plans. If you’re... 1/2",main_random,how_to_usage,complaint_dissatisfaction,first_contact,0.92,wants_human,negative,en
241283,@DropboxSupport I can't download dropbox mobile after the last update on Microsoft store,@173283 Hi Ahmed. Give this link a try https://t.co/BPcTdz1qng and let us know how it goes. Thanks!,main_random,sync_app_bug,,first_contact,0.92,,negative,en
1843215,@DropboxSupport All good thanks!,"@524491 Perfect Aleksandr, so glad to hear that this was resolved! 😃 Happy syncing &amp; a great rest of the day ahead!",main_random,no_action_needed,,first_contact,0.99,,positive,en
1856823,Just crazy the new prices for @118189 plans. Geez! 😐,"@263676 Hi Henrique, the pricing for Dropbox Professional reflects the value we’re adding, like Smart Sync and through new features, like... 1/2",main_random,billing_subscription,,first_contact,0.95,,negative,en
847924,"@118189 People: give us smart sync, please.
Dropbox: hold my beer while I create a more expensive plan and ignore plus users","@559458 ...adding through new features, like Showcase: https://t.co/vcuah3zoKb We appreciate you sharing your feedback with us! 2/2",main_random,feature_request,complaint_dissatisfaction,first_contact,0.92,,negative,en
2507946,@118189 is the 2FA down right now?,"@715008 Hi there, this sounds like an issue that needs to be investigated by our team at https://t.co/iIc938jY1e since it is account security sensitive. Please write in an email and send us the ticket ID so as to follow up on the case. Thanks!",main_random,account_access,,first_contact,0.95,,neutral,en
1863374,"@DropboxSupport Did the taskbar icon change?  I'm missing the green check, now see only the white box, which usually indicates network down","@556776 Hi Marc, this change provides a more consistent experience of the Dropbox icon between different operating systems. If the account is... 1/2",main_random,sync_app_bug,,first_contact,0.95,,neutral,en
2243327,@DropboxSupport Seem to have lost lots of files i have uploaded to Dropbox. I can see them in events. How can i get help?,"@653984 Hey Andy, are your files in a shared folder? Can you go to: https://t.co/Ua2DuW806Z &amp; check under “Folders you can add to your Dropbox”? You’ll be given the option to “Add” your folder back there. Feel free to DM us more details here if you need further assistance, thanks!",main_random,data_loss_recovery,,first_contact,0.92,,negative,en
1960101,@118189 can you dm me a customer service phone number please - technical support,@190225 ...details on your admin console here: https://t.co/Fippr9uyJq. Hope this is helpful! 2/2,main_random,how_to_usage,,first_contact,0.9,wants_human,neutral,en
1960138,"I don't like the new @118189 tray icon, every time I see it I think there's something wrong with it","@581416 Hey there, the newest stable version no longer has the green ✔️, so as to provide a more consistent experience of the Dropbox icon... 1/3",main_random,complaint_dissatisfaction,,first_contact,0.95,,negative,en
615215,@118189 why did you remove the green check that signs everything is alright and I'm connected to the dropbox cloud?,@266124 ...provides a more consistent experience of the Dropbox icon between different operating systems: https://t.co/qibJNyakqa 2/2,main_random,how_to_usage,,first_contact,0.8,,neutral,en
1958723,@118189 *space,"@581108 ...https://t.co/rqv97FBbU7. We'll make sure to pass your comments on to our dev. team as well though for future consideration,... 2/3",main_random,no_action_needed,,first_contact,0.95,,neutral,en
768404,@118189 What's the difference between this and plus and free vision,"@578923 Hey Nicholas, great question! You may have a look at the available features that come with each plan here: https://t.co/rqv97FBbU7. Cheers!",main_random,how_to_usage,,first_contact,0.95,,neutral,en
847909,@118189 In Brazil is so expensive this service. You ougth to review this price.,"@321519 Hey Douglas, thanks for sharing your thoughts, we’ll add your voice to the feedback we’re forwarding to our team.",main_random,billing_subscription,,first_contact,0.92,,negative,en
933440,"@DropboxSupport I know about that, but the green icon worked great for me and many others just fine on Windows, Linux, etc. It was a bad decision.","@341412 Hi again Ken, we understand, and we’ll be sure to add your voice to the received feedback on this update. Thank you! ✉",main_random,complaint_dissatisfaction,,first_contact,0.95,,negative,en
1419269,🙃 Loving it @DropboxSupport https://t.co/UqYZeLf1vT,"@449911 Hi there, our engineers were working on this problem and resolved it. All services and functionality should be fully restored.",main_random,no_action_needed,,first_contact,0.99,,positive,en
1030225,"@118189 Hi, I only have Dropbox on iPhone have no desktop. Can I still upload photos please? Hi, this is my second time of asking.","@363753 Hey Jumoke, you could use the Camera Uploads feature by upgrading to Dropbox Plus. Please have a look at: https://t.co/c0jXRNvmdN.... 1/3",main_random,how_to_usage,,first_contact,0.95,,neutral,en
74467,@DropboxSupport \name of the file\DSC_0015.JPG. This is extremely frustrating and a big waste of time.,"@132674 Thanks for the additional info! Could you also make sure that you’re running the latest stable version of the application on your desktop (https://t.co/0lWarUQuho) &amp; it’s syncing correctly on your system tray? Feel free to DM us a screenshot of the error message here, so... 1/2",main_random,sync_app_bug,,first_contact,0.6,,negative,en
1901120,@DropboxSupport Hi ... Earned 25gb of space via HP Promotion. Is there any expiry for this earned space ?,"@566552 Hey there, the promotion space should be available for 1 year, feel free to have a look at this article for more info:... 1/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
1452735,Hi @dropboxsupport why can't I get notifications of added files to my android phone?,"@457133 ...within a shared folder, but we’ll be sure to forward your question to our Developers as feedback. Thanks! 2/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
715979,"@DropboxSupport Over a Month Later, no, I don't have a ticket ID.","@291320 ...there. You might need to create a password for this system, as it is completely separate from your Dropbox account. 2/2",main_random,complaint_dissatisfaction,,first_contact,0.92,,negative,en
2836769,Great service by #Dropbox @DropboxSupport https://t.co/lSt5GzcFZu,@789570 ...covers common causes + how to resolve: https://t.co/KQtmmJC6S3 Hope it helps you out! 2/2,main_random,no_action_needed,,first_contact,0.99,,positive,en
859250,"@DropboxSupport Fixed. Thanks. Don't understand how u send email with one date, 2nd email with diff date, then ignore both and close it earlier on your own.","@324018 Hey again Jett, thanks for the update, glad to hear it - we're here if there's anything else you ever need assistance with! 😊",main_random,complaint_dissatisfaction,,confirming_resolved,0.92,,negative,en
1324437,"@DropboxSupport If I have a Plus plan and sharing folder with a standard (free plan) user, are they limited to 2GB of uploads to the folder?","@429060 Hi Mark, that’s correct, shared folder content takes up space on each user's account. If you just want them to upload files to your... 1/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
1331572,@DropboxSupport It's not going to show up in a screenshot. It was a little pop up that displayed on my screen and then disappeared.,"@292849 Hi again, in order for us to view your account details to investigate, please write to us at https://t.co/y7rSTLsgY2.",main_random,sync_app_bug,,first_contact,0.92,,neutral,en
1687145,@DropboxSupport I just redeemed a 1-year pro code purchased from Dell via your website. I got a 'success' message but expiry date unchanged!,"@512368 ...an official request at https://t.co/JzCu5Ol0GV + DM us your ticket ID, so we can follow up with you from there? Thx in advance! 2/2",main_random,billing_subscription,,first_contact,0.95,,neutral,en
1497185,@118189 https://t.co/GHh5Znm5Hm,@467619 💙😎,main_random,no_action_needed,,first_contact,0.9,,neutral,en
1076125,@DropboxSupport any chance of smart sync being extended to plus accounts? hard drive sizes are shrinking out here.,"@373917 Hey there, have a look at our new Professional plan here https://t.co/TfJBHx0jLr 😉. Cheers!",main_random,feature_request,,first_contact,0.95,,neutral,en
1957873,"@118189 
Something wrong guys? https://t.co/7uT7NFcHju","@580902 Hey there, have you tried accessing: https://t.co/h8Tdi5MOnW through an incognito window? Also, are connecting through a work network?",main_random,service_outage,,first_contact,0.92,,neutral,en
2179670,@DropboxSupport Will do.,"@384357 Hi again, when doing so, if you want, DM us the ticket ID so we can locate your case and follow up. Thanks and have a lovely week!",main_random,no_action_needed,,first_contact,0.95,,neutral,en
2055860,@DropboxSupport All good now. Looks like it was just a capacity issue on your end. Thanks for getting back to me.,"@607991 Perfect, so glad to hear this was sorted Gary! 😃 Happy syncing &amp; a great rest of the day ahead!",main_random,no_action_needed,,confirming_resolved,0.99,,positive,en
2573123,"@DropboxSupport @118189 ...still unresolved issues. After 3 months of emailing tech support, will you allow me to speak with a real person?","@455194 ...Chat. Regarding your query, are you on an Android or iPhone? What error message exactly are you receiving on your device? Could you DM us a screenshot so we can assist further? Thanks in advance! 2/2",main_random,complaint_dissatisfaction,,first_contact,0.95,wants_human,negative,en
266807,@DropboxSupport Yes. this is day 2 and I notice that my desktop files are not syncing. Please advise. thanks,"@179575 Hey Bynes, can you make sure you’re running the latest stable version (36.4.22) on your desktop? To further look into that with you,... 1/2",main_random,sync_app_bug,,first_contact,0.97,,neutral,en
2540849,@DropboxSupport P1 You need to send the login IP address when you send warnings of possibly unauthorized logins. It's confusing not to.,@293803 Thanks again for sharing this with us - we definitely find this as valuable feedback and it’s useful to know how this is seen from a user perspective. 😊,main_random,security_account_compromise,,first_contact,0.92,,negative,en
240315,"@DropboxSupport I want to InviteAFriend. But she only has an iPad, no desktop computer. Can she sign up &amp; install Dropbox entirely via iPad?",@173079 ...be happy to help you out with the space 😊 3/3,main_random,how_to_usage,,first_contact,0.98,,neutral,en
2168060,"@DropboxSupport hi, you have just charged me £750 without my authorisation. I would like to speak to a rep to get this cancelled asap.","@636167 Hi Scheiffer, as this is a sensitive billing issue, it needs to be addressed to our team at https://t.co/iIc938jY1e. Once you email them, feel free to DM us the ticket ID so as to follow up on the case. Thanks and have a great rest of the day!",main_random,billing_subscription,,first_contact,0.99,wants_human,negative,en
1804904,@DropboxSupport having some other tech glitches so I (and now my whole team) went to https://t.co/CUHvRk8nTq and:  What is going on? https://t.co/xMceAlgvZl,"@542310 Hey Tori, we’re not experiencing any issues at the moment. Does this persist for you through an incognito window? Keep us updated here, thx!",main_random,service_outage,,first_contact,0.8,,negative,en
2826329,@DropboxSupport I did and I never got a response 😔,"@787299 As you’ve contacted us on our official support channel Jeremy, you should have received a follow-up email. If you can’t find it, can you check your spam folder &amp; add ""__email__"" to your address book? Also, you could login to our support system... 1/2",main_random,complaint_dissatisfaction,,first_contact,0.92,,negative,en
1523722,@DropboxSupport I was wondering if there was an option to trial Dropbox Professional (I am on Plus)?,"@__K_a_r_l__ Hi Karl, thanks for your interest in Dropbox Professional. Currently, there is not an available Trial but it is definitely something... 1/2",main_random,how_to_usage,,first_contact,0.95,,neutral,en
2826323,@DropboxSupport  Your Site does not provide facility to upload 0 KB files like Google Drive &amp; Box provide. Update your software,"@787296 Hi there, thanks for sharing your thoughts with us. As it’s not currently possible / supported to upload a 0KB folder, for example, we’ll be happy to forward your suggestion as feedback to our team. Thank you!",main_random,feature_request,,first_contact,0.95,,neutral,en
